,Hand_Signal,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
267,40,-47,96,5,87,52,62,71,22,56,-9,29,7,39,-33,36,-7,30,20,0,0,10,-36,9,2,5,31,-29,-1,-20,-38,-16,0,-18,29,-62,2,-51,-29,-40,-4,-37,20
268,40,-47,95,4,88,52,63,72,24,56,-7,29,7,40,-33,37,-5,31,22,0,0,11,-37,9,2,4,31,-29,-2,-19,-39,-16,-2,-19,27,-62,1,-51,-31,-41,-7,-39,16
269,40,-48,93,4,85,51,63,72,26,57,-5,28,8,40,-34,39,-12,34,14,0,0,12,-37,9,-1,4,25,-29,-3,-17,-41,-15,-8,-19,18,-61,0,-50,-33,-41,-13,-38,7
270,40,-49,91,4,86,50,66,73,32,60,2,28,9,41,-32,40,-15,35,9,0,0,13,-36,9,-2,4,25,-28,-3,-17,-40,-15,-8,-18,18,-60,-2,-50,-33,-40,-13,-36,8
271,40,-49,90,4,84,50,66,74,31,59,2,26,9,41,-31,41,-11,36,14,0,0,14,-35,12,0,6,26,-28,-4,-15,-39,-12,-6,-15,20,-61,-3,-49,-32,-37,-12,-33,9
272,40,-50,91,2,85,49,66,73,32,61,1,27,9,40,-31,41,-12,36,13,0,0,14,-35,12,-1,7,26,-28,-4,-15,-38,-12,-6,-15,21,-60,-3,-48,-32,-38,-12,-35,10
273,40,-50,91,3,85,48,66,73,33,67,2,26,9,40,-30,41,-11,35,14,0,0,15,-34,12,0,7,26,-28,-3,-15,-38,-12,-7,-15,19,-60,-2,-49,-32,-39,-14,-34,7
274,40,-48,87,5,82,50,66,75,34,71,3,26,8,41,-31,44,-15,39,9,0,0,16,-35,14,-2,8,25,-27,-4,-12,-40,-10,-10,-14,17,-58,-3,-48,-34,-37,-18,-33,2
275,40,-48,86,2,82,50,64,75,33,71,1,26,8,42,-33,44,-15,39,11,0,0,16,-37,15,-4,8,24,-27,-4,-12,-43,-10,-13,-14,15,-58,-4,-47,-34,-36,-18,-31,1
276,40,-51,88,3,84,49,66,76,34,73,2,26,9,41,-30,42,-14,36,9,0,0,16,-34,12,-1,6,25,-27,-4,-12,-40,-11,-10,-16,17,-59,-3,-46,-34,-37,-16,-33,5
277,40,-51,88,2,83,49,67,77,35,74,4,26,9,42,-30,43,-14,38,10,0,0,16,-34,13,-2,8,25,-27,-4,-12,-41,-10,-10,-14,17,-58,-5,-46,-34,-36,-15,-33,6
278,40,-51,86,0,83,45,67,75,38,76,6,25,10,44,-30,46,-14,38,11,0,0,19,-34,15,-2,8,24,-27,-5,-10,-43,-9,-12,-14,15,-58,-6,-44,-35,-35,-17,-33,4
279,40,-50,84,1,83,45,66,75,38,79,6,25,10,44,-31,46,-15,41,10,0,0,20,-35,16,-3,10,24,-27,-5,-9,-44,-7,-14,-12,14,-58,-7,-44,-36,-34,-19,-32,2
280,40,-53,86,-1,85,43,67,74,40,78,7,25,10,43,-30,45,-14,38,10,0,0,18,-35,14,-2,7,25,-28,-5,-11,-44,-10,-12,-15,14,-60,-6,-46,-37,-37,-18,-35,4
281,40,-52,85,-2,85,43,67,73,40,80,7,25,10,45,-29,45,-15,39,9,0,0,18,-34,14,-3,8,24,-28,-5,-11,-44,-10,-14,-14,13,-59,-7,-45,-37,-36,-19,-34,3
282,40,-56,86,-3,84,43,68,75,40,78,9,26,11,44,-29,45,-16,39,8,0,0,17,-35,13,-3,7,24,-27,-5,-11,-44,-11,-13,-14,15,-59,-6,-46,-37,-37,-18,-34,5
283,40,-58,86,-4,85,43,69,76,43,80,12,26,11,44,-28,44,-12,37,12,0,0,18,-34,12,-2,6,24,-27,-5,-10,-43,-11,-13,-16,15,-58,-7,-45,-36,-37,-17,-35,5
284,40,-58,84,-6,85,42,70,73,43,76,11,26,11,44,-30,40,-11,32,13,0,0,16,-36,9,-4,2,23,-29,-6,-12,-45,-14,-13,-18,13,-60,-8,-47,-38,-40,-18,-37,3
285,40,-59,89,-8,87,43,72,75,44,77,13,26,12,46,-26,42,-6,32,18,0,0,18,-33,10,0,3,25,-28,-5,-10,-42,-13,-11,-20,13,-59,-7,-47,-37,-39,-18,-37,3
286,40,-62,87,-7,86,41,71,74,44,80,14,25,12,46,-27,46,-11,36,13,0,0,19,-33,11,-3,4,22,-28,-6,-9,-43,-11,-13,-18,12,-60,-8,-46,-38,-38,-19,-34,3
287,40,-60,87,-10,90,39,76,70,50,81,21,26,12,49,-24,45,-4,33,21,0,0,20,-33,13,0,4,25,-27,-6,-7,-41,-10,-9,-17,15,-59,-8,-45,-37,-38,-17,-36,3
288,40,-61,87,-10,90,40,75,72,50,81,21,24,11,46,-25,45,-5,35,19,0,0,21,-30,15,2,6,25,-27,-7,-6,-41,-8,-10,-15,14,-58,-9,-44,-37,-36,-17,-33,2
289,40,-64,86,-14,91,38,78,70,52,80,25,23,12,46,-22,42,0,31,23,0,0,20,-29,13,3,3,25,-27,-7,-7,-41,-9,-10,-17,13,-58,-11,-44,-37,-36,-17,-33,3
290,40,-66,86,-15,91,37,78,67,52,79,24,24,12,46,-21,41,0,28,21,0,0,20,-29,12,3,2,24,-27,-8,-7,-39,-10,-8,-17,15,-58,-12,-44,-39,-36,-19,-33,2
291,40,-68,85,-18,90,34,77,67,52,79,23,24,13,47,-21,40,2,26,25,0,0,20,-30,10,3,0,25,-27,-9,-7,-41,-11,-9,-18,15,-59,-13,-45,-39,-37,-19,-34,2
292,40,-69,85,-17,90,35,77,68,52,79,23,24,13,46,-21,38,3,26,26,0,0,21,-30,12,1,2,24,-27,-8,-6,-42,-9,-10,-17,15,-59,-13,-43,-41,-36,-20,-33,2
293,40,-68,85,-16,90,35,80,66,54,79,26,25,13,48,-20,43,1,31,23,0,0,22,-28,14,4,3,26,-27,-8,-5,-40,-9,-8,-17,16,-59,-12,-44,-39,-36,-19,-33,2
294,40,-74,79,-20,86,33,80,66,55,80,24,23,15,49,-19,46,3,35,25,0,0,25,-30,20,1,9,26,-26,-10,-2,-42,-2,-11,-10,14,-56,-17,-36,-42,-28,-20,-29,1
295,40,-75,80,-24,86,29,78,65,56,77,26,22,14,50,-18,49,-1,36,19,0,0,26,-28,20,3,8,25,-26,-10,0,-41,-1,-11,-10,14,-58,-17,-37,-42,-29,-22,-28,-1
296,40,-77,77,-24,84,28,79,65,58,74,28,22,15,49,-16,47,4,34,26,0,0,27,-27,21,3,7,27,-25,-10,1,-39,0,-10,-11,15,-56,-19,-34,-41,-26,-20,-27,1
297,40,-76,76,-24,84,26,76,63,57,76,29,21,15,50,-15,49,3,36,22,0,0,30,-26,23,5,8,27,-24,-11,5,-41,3,-9,-9,15,-55,-19,-32,-42,-24,-21,-26,1
298,40,-74,74,-24,83,26,75,63,56,76,25,21,15,52,-16,50,3,37,25,0,0,31,-26,25,3,10,28,-24,-11,5,-42,4,-12,-7,14,-55,-21,-31,-44,-23,-23,-25,0
299,40,-74,73,-23,81,26,73,62,53,71,23,21,14,50,-16,50,5,39,27,0,0,31,-27,25,4,10,28,-24,-11,5,-42,4,-11,-8,15,-55,-21,-30,-44,-22,-22,-25,0
300,40,-74,73,-21,80,28,72,62,53,71,23,21,14,50,-16,51,4,40,26,0,0,30,-27,25,2,11,27,-24,-11,5,-42,4,-12,-7,14,-55,-20,-31,-44,-21,-25,-22,-4
301,40,-74,73,-23,80,25,74,59,55,68,25,20,14,48,-13,47,9,35,31,0,0,29,-25,24,5,10,30,-25,-11,3,-40,3,-9,-8,17,-55,-20,-31,-41,-23,-20,-26,2
302,40,-72,67,-22,77,23,72,57,54,66,23,18,14,47,-11,48,10,38,31,0,0,31,-23,26,7,12,31,-22,-13,8,-38,7,-6,-6,18,-50,-23,-25,-43,-18,-21,-22,0
303,40,-73,68,-25,78,23,74,55,53,63,22,18,15,46,-8,48,10,37,30,0,0,31,-23,24,8,8,32,-23,-13,7,-37,3,-6,-11,18,-53,-24,-28,-43,-21,-21,-26,1
304,40,-72,67,-25,80,23,75,55,55,64,24,18,16,46,-7,48,11,38,30,0,0,31,-21,24,10,7,34,-23,-12,7,-36,3,-4,-12,20,-53,-24,-27,-41,-22,-17,-27,4
305,40,-70,66,-22,79,27,74,60,55,71,25,18,14,48,-10,50,9,40,29,0,0,30,-25,29,3,17,27,-23,-13,8,-41,10,-11,-1,14,-51,-24,-27,-42,-18,-21,-21,0
306,40,-69,70,-18,81,30,76,63,57,74,27,18,15,48,-9,54,9,48,30,0,0,33,-22,35,6,23,32,-22,-12,11,-37,14,-7,4,20,-50,-23,-22,-40,-14,-17,-18,6
307,40,-74,67,-26,79,24,74,57,54,69,24,18,16,49,-6,49,13,37,32,0,0,31,-22,29,5,15,29,-23,-14,8,-39,10,-10,0,16,-51,-26,-25,-41,-17,-19,-19,2
308,40,-72,68,-24,79,25,74,59,54,72,23,18,15,49,-8,51,11,41,32,0,0,33,-22,32,6,19,31,-22,-13,11,-38,13,-8,3,19,-51,-26,-22,-42,-14,-19,-18,3
309,40,-73,62,-25,76,23,75,57,58,69,28,16,15,46,-9,52,8,45,27,0,0,32,-24,33,3,21,25,-20,-13,12,-37,14,-8,3,15,-45,-25,-17,-41,-10,-19,-16,2
310,40,-71,64,-23,79,25,76,60,58,71,28,17,14,46,-8,55,8,53,26,0,0,35,-23,40,2,32,26,-19,-14,15,-38,22,-10,14,15,-45,-27,-16,-40,-6,-19,-9,2
311,40,-68,63,-20,77,26,76,60,59,72,29,16,14,45,-7,56,9,55,28,0,0,35,-22,41,4,33,29,-19,-13,16,-36,23,-8,16,18,-43,-26,-14,-39,-4,-19,-6,3
312,40,-70,63,-23,77,23,75,58,58,70,28,15,15,44,-4,54,11,53,28,0,0,34,-20,39,5,30,28,-19,-13,15,-36,21,-9,14,16,-44,-26,-16,-40,-5,-20,-6,1
313,40,-68,61,-21,76,24,75,59,59,70,29,16,13,43,-7,55,7,57,25,0,0,34,-22,42,1,36,26,-19,-13,14,-36,23,-11,17,15,-43,-26,-16,-42,-5,-23,-5,-1
314,40,-69,61,-23,76,24,75,58,59,70,30,16,14,45,-7,54,9,53,27,0,0,34,-21,39,5,30,29,-19,-14,16,-37,21,-8,12,17,-43,-26,-14,-41,-4,-20,-8,1
315,40,-71,59,-25,77,21,77,55,60,67,31,15,15,43,-6,51,11,47,30,0,0,33,-21,34,8,21,31,-19,-14,14,-36,15,-5,2,19,-44,-27,-14,-40,-6,-17,-12,4
316,40,-70,58,-25,76,21,77,55,60,68,31,15,15,44,-6,51,11,46,29,0,0,34,-21,34,7,22,31,-20,-14,15,-35,16,-5,3,20,-45,-28,-15,-40,-7,-18,-12,3
317,40,-71,53,-26,72,19,75,52,60,63,31,15,15,45,-6,48,14,37,32,0,0,33,-20,29,9,12,31,-19,-14,15,-35,13,-5,-3,17,-43,-29,-13,-42,-7,-21,-14,-1
318,40,-70,54,-24,73,19,75,51,59,64,31,14,14,44,-8,47,12,38,31,0,0,33,-20,29,10,13,31,-18,-14,16,-35,13,-4,-3,18,-42,-29,-11,-41,-6,-18,-16,2
319,40,-68,55,-24,73,19,74,50,57,62,28,15,15,41,-6,45,12,37,30,0,0,32,-20,29,9,13,31,-18,-14,14,-35,12,-4,-3,19,-42,-29,-12,-41,-8,-18,-17,3
320,40,-67,53,-21,72,21,73,51,56,63,28,14,15,42,-4,45,14,35,32,0,0,31,-20,30,7,15,29,-18,-14,14,-36,14,-7,0,16,-42,-28,-13,-41,-6,-20,-14,1
321,40,-64,54,-20,72,21,73,51,57,62,30,15,14,43,-7,45,13,35,31,0,0,31,-20,29,7,14,28,-18,-13,14,-35,14,-6,0,16,-42,-26,-14,-42,-7,-21,-13,-1
322,40,-66,52,-22,69,20,70,49,55,60,29,14,13,41,-9,45,10,37,27,0,0,30,-20,29,6,15,26,-18,-13,13,-34,12,-7,-2,14,-41,-25,-14,-42,-8,-21,-15,-2
323,40,-63,53,-18,68,23,68,50,51,60,25,13,14,38,-5,40,12,31,28,0,0,28,-21,24,5,10,23,-18,-13,11,-35,9,-8,-5,12,-43,-26,-17,-42,-11,-22,-16,-3
324,40,-62,53,-18,69,23,68,52,52,63,26,14,13,39,-5,43,11,37,26,0,0,30,-20,29,5,16,24,-18,-13,13,-35,13,-8,-1,13,-42,-26,-15,-41,-8,-21,-13,-2
325,40,-61,53,-17,68,23,68,53,52,60,26,14,14,40,-7,42,11,31,25,0,0,29,-22,28,3,14,21,-18,-13,12,-37,13,-9,1,11,-41,-26,-15,-42,-7,-22,-12,-2
326,40,-62,55,-18,70,24,68,53,50,61,23,15,14,39,-6,42,11,32,27,0,0,27,-22,27,3,14,24,-18,-13,9,-36,12,-9,0,13,-42,-25,-18,-43,-10,-23,-14,-3
327,40,-58,57,-12,71,28,69,57,51,66,24,15,13,41,-11,47,6,40,25,0,0,29,-22,29,4,16,25,-17,-11,11,-38,12,-10,1,12,-41,-23,-16,-41,-7,-21,-12,-2
328,40,-57,60,-12,73,29,70,57,52,66,24,16,13,43,-10,48,8,40,27,0,0,30,-22,29,6,17,27,-19,-11,10,-37,12,-9,1,15,-43,-22,-18,-41,-8,-22,-11,-2
329,40,-58,62,-12,73,29,71,57,52,64,24,16,13,42,-9,45,10,35,28,0,0,29,-22,28,6,14,28,-19,-12,10,-37,11,-8,-2,15,-43,-23,-17,-40,-10,-21,-15,-1
330,40,-60,61,-14,73,28,71,56,53,63,26,15,13,41,-8,43,12,33,29,0,0,27,-22,25,6,12,27,-19,-11,9,-36,9,-8,-3,14,-43,-22,-18,-41,-10,-21,-16,-1
331,40,-60,59,-15,73,27,71,55,53,61,27,16,14,41,-7,42,12,31,30,0,0,27,-22,24,5,10,27,-20,-12,8,-36,8,-8,-4,14,-45,-23,-20,-42,-12,-23,-16,-2
332,40,-58,59,-13,71,27,69,55,52,63,26,16,12,42,-9,44,11,34,30,0,0,28,-23,27,5,14,27,-19,-12,9,-38,11,-9,-1,14,-44,-23,-19,-42,-10,-22,-14,-1
333,40,-58,57,-13,70,27,71,55,53,63,26,17,14,42,-8,45,10,35,28,0,0,28,-21,25,6,10,27,-19,-12,10,-37,10,-9,-4,13,-44,-23,-18,-41,-10,-22,-15,-2
334,40,-58,55,-13,69,27,71,55,53,63,25,16,14,41,-6,43,11,34,29,0,0,29,-20,25,6,11,27,-19,-12,10,-36,9,-9,-4,13,-43,-24,-17,-42,-11,-22,-16,-3
335,40,-58,58,-12,71,28,71,56,54,67,27,15,13,42,-7,46,11,38,29,0,0,30,-20,28,7,14,29,-19,-12,12,-36,11,-7,-2,16,-43,-24,-15,-41,-9,-20,-15,0
336,40,-64,59,-15,71,27,70,57,53,65,25,16,13,41,-11,44,7,36,26,0,0,29,-24,25,4,11,25,-20,-13,9,-38,6,-9,-8,13,-45,-25,-18,-43,-12,-21,-19,-1
337,40,-63,58,-17,73,27,71,57,52,65,25,17,14,44,-11,45,8,36,27,0,0,30,-24,25,5,10,28,-21,-12,9,-38,7,-8,-7,15,-47,-24,-20,-43,-14,-22,-20,-1
338,40,-63,60,-17,75,29,74,58,55,65,29,17,14,42,-10,45,9,36,29,0,0,28,-22,24,6,8,28,-21,-12,8,-37,6,-7,-8,15,-47,-24,-20,-40,-15,-19,-22,1
339,40,-64,59,-15,74,30,74,60,55,67,28,18,15,44,-9,42,11,29,31,0,0,30,-24,23,4,7,26,-21,-12,9,-38,6,-9,-8,13,-47,-24,-19,-43,-13,-22,-19,-1
340,40,-66,58,-17,73,27,74,57,56,63,28,17,16,43,-6,40,15,26,34,0,0,29,-23,21,5,4,27,-21,-13,8,-37,5,-8,-10,13,-47,-25,-19,-42,-14,-20,-21,0
341,40,-67,59,-19,74,26,75,56,56,62,29,17,15,43,-6,41,14,28,32,0,0,29,-22,21,7,5,28,-20,-13,9,-36,5,-7,-9,14,-46,-25,-19,-43,-13,-22,-19,-2
342,40,-70,58,-23,73,23,74,55,57,59,30,16,15,43,-4,38,17,23,33,0,0,28,-21,20,7,4,26,-20,-14,9,-37,5,-7,-9,13,-46,-27,-19,-45,-13,-23,-20,-3
343,40,-69,52,-21,71,23,73,54,56,62,29,17,17,43,-1,37,17,21,34,0,0,29,-21,21,4,4,24,-19,-15,11,-38,7,-11,-8,10,-45,-29,-16,-46,-12,-25,-20,-5
344,40,-65,56,-19,74,24,76,54,58,64,31,16,16,42,-3,42,16,30,34,0,0,30,-19,24,7,7,27,-18,-13,13,-35,9,-7,-8,14,-43,-27,-14,-44,-9,-21,-18,0
345,40,-72,56,-23,72,18,76,49,62,60,37,15,17,42,1,34,20,17,35,0,0,28,-17,17,9,0,28,-19,-15,11,-34,3,-7,-14,13,-44,-29,-15,-44,-12,-23,-21,-4
346,40,-67,50,-22,71,19,76,49,59,61,33,14,17,41,2,39,21,24,37,0,0,30,-17,23,8,5,28,-17,-16,13,-35,9,-7,-8,12,-41,-32,-11,-46,-8,-23,-18,-3
347,40,-69,53,-25,73,19,78,50,62,61,36,15,17,40,2,41,21,30,37,0,0,30,-18,24,9,7,29,-18,-15,13,-33,9,-5,-8,15,-42,-30,-12,-45,-8,-23,-17,-3
348,40,-73,48,-27,70,17,76,49,59,57,32,15,19,40,4,34,21,18,37,0,0,29,-17,19,7,1,26,-18,-16,12,-35,5,-9,-12,11,-43,-32,-14,-47,-12,-26,-21,-5
349,40,-67,48,-23,70,19,76,51,61,63,34,14,18,41,1,41,18,29,35,0,0,31,-17,23,8,5,26,-18,-16,15,-34,9,-8,-10,11,-41,-33,-11,-46,-8,-24,-19,-5
350,40,-73,48,-27,70,17,77,50,62,63,35,14,18,43,1,41,19,27,36,0,0,31,-17,22,9,3,27,-18,-17,15,-35,8,-8,-10,12,-42,-34,-11,-47,-9,-24,-20,-4
351,40,-69,51,-23,71,19,76,51,63,62,37,15,17,42,1,41,21,27,37,0,0,31,-17,24,10,6,27,-17,-16,16,-34,9,-5,-9,12,-41,-33,-9,-46,-8,-23,-19,-5
352,40,-70,48,-25,69,18,78,50,64,63,38,14,18,42,4,42,20,30,36,0,0,31,-16,23,9,5,28,-18,-17,16,-36,10,-9,-8,10,-42,-35,-11,-48,-8,-27,-18,-7
353,40,-71,47,-24,69,18,77,50,63,61,38,14,18,41,1,40,21,27,38,0,0,31,-18,24,8,6,26,-17,-17,16,-36,10,-9,-8,9,-40,-34,-9,-50,-5,-29,-15,-10
354,40,-70,48,-22,72,18,78,48,64,61,39,13,17,42,1,42,20,30,36,0,0,32,-16,25,9,7,28,-17,-16,16,-34,10,-7,-7,12,-40,-33,-9,-48,-5,-27,-15,-6
355,40,-72,47,-26,71,18,77,48,60,60,34,14,18,41,0,43,19,30,36,0,0,32,-17,27,8,8,27,-17,-17,15,-35,12,-8,-5,12,-42,-35,-10,-51,-5,-29,-15,-7
356,40,-68,45,-24,70,18,78,49,64,64,39,14,17,42,-3,48,15,40,34,0,0,34,-19,31,7,14,28,-16,-17,18,-34,15,-8,-2,12,-39,-34,-7,-50,-2,-30,-11,-10
357,40,-74,44,-29,66,12,76,45,64,61,38,13,17,42,8,38,26,24,41,0,0,32,-11,24,12,5,29,-16,-18,17,-32,11,-6,-7,13,-39,-36,-8,-47,-5,-25,-16,-7
358,40,-67,44,-22,67,18,75,51,63,66,37,13,17,43,0,45,19,34,36,0,0,36,-17,30,8,12,26,-17,-17,20,-34,15,-7,-3,12,-38,-35,-6,-48,-3,-26,-14,-7
359,40,-70,44,-22,66,19,74,50,59,65,33,13,19,42,2,44,17,34,32,0,0,35,-17,29,5,10,23,-18,-18,18,-35,13,-11,-5,8,-40,-36,-8,-50,-4,-30,-14,-11
360,40,-68,42,-21,66,20,74,52,60,66,33,14,19,43,2,45,18,34,34,0,0,36,-18,29,6,9,24,-16,-18,20,-37,14,-11,-5,9,-39,-37,-7,-52,-3,-31,-13,-10
361,40,-74,47,-26,68,17,76,50,61,63,33,14,19,44,3,40,20,25,36,0,0,33,-17,24,7,5,26,-19,-17,15,-37,10,-10,-7,11,-43,-34,-11,-48,-7,-26,-16,-6
362,40,-71,49,-22,68,20,76,52,61,66,33,15,19,44,5,44,22,33,39,0,0,35,-16,27,9,9,29,-18,-17,17,-36,11,-7,-7,14,-42,-33,-10,-48,-6,-25,-16,-3
363,40,-72,48,-23,68,20,76,53,61,65,32,14,19,41,4,40,20,28,37,0,0,34,-18,26,7,6,27,-18,-18,17,-39,12,-11,-7,10,-43,-36,-10,-51,-6,-30,-16,-9
364,40,-72,45,-22,67,20,76,54,61,67,33,14,19,44,1,44,18,31,34,0,0,35,-20,28,4,8,23,-18,-18,18,-39,13,-13,-6,6,-42,-36,-9,-52,-5,-31,-15,-11
365,40,-71,44,-22,66,21,77,55,64,69,36,15,18,45,2,47,19,36,37,0,0,35,-17,30,7,11,27,-17,-17,18,-36,15,-11,-3,9,-40,-35,-9,-51,-2,-32,-10,-11
366,40,-72,40,-24,64,19,76,53,63,68,35,14,20,44,2,45,17,34,33,0,0,34,-18,28,5,9,24,-17,-18,17,-37,13,-13,-5,7,-41,-37,-9,-53,-3,-34,-13,-13
367,40,-71,42,-22,68,16,76,49,65,65,40,11,18,40,3,45,21,36,38,0,0,35,-14,30,11,11,29,-14,-18,22,-34,17,-6,-2,12,-35,-39,1,-49,3,-26,-12,-6
368,40,-73,45,-26,69,13,78,44,66,61,40,11,19,38,6,37,25,23,41,0,0,32,-16,25,10,7,28,-16,-19,18,-35,14,-7,-5,11,-37,-40,-4,-51,1,-29,-10,-9
369,40,-75,47,-27,71,10,76,40,63,58,38,10,18,37,6,36,25,22,42,0,0,34,-13,27,12,6,31,-15,-20,22,-33,16,-5,-4,15,-36,-40,0,-49,5,-27,-7,-6
370,40,-73,49,-26,71,11,76,42,66,59,41,9,18,38,7,39,25,26,42,0,0,35,-13,31,14,10,35,-14,-20,24,-31,21,-1,1,21,-34,-40,2,-50,8,-25,-3,-2
371,40,-75,53,-27,75,11,76,40,64,59,41,10,17,37,4,40,24,30,44,0,0,35,-11,29,18,8,41,-14,-19,25,-29,19,3,-2,27,-35,-38,2,-44,6,-19,-7,4
372,40,-72,53,-25,75,10,77,40,66,59,43,8,15,37,1,42,23,29,43,0,0,35,-13,33,17,12,39,-13,-19,27,-30,24,4,2,25,-33,-37,6,-44,10,-17,-5,6
373,40,-72,49,-26,75,11,77,41,65,60,43,8,15,39,-3,46,19,34,39,0,0,38,-14,36,16,14,37,-12,-19,30,-30,24,4,1,25,-30,-38,9,-42,11,-15,-5,6
374,40,-71,50,-24,73,12,76,42,66,59,42,8,16,39,-1,45,21,32,40,0,0,37,-15,36,15,15,35,-13,-19,28,-32,26,2,5,22,-33,-38,6,-44,11,-18,-3,4
375,40,-66,51,-23,75,13,77,45,68,62,43,8,15,41,-3,48,21,37,43,0,0,39,-14,39,18,19,41,-13,-18,29,-29,27,6,5,27,-32,-37,6,-42,12,-16,-2,6
376,40,-70,43,-26,67,9,72,40,63,59,39,6,17,38,1,41,21,26,39,0,0,38,-15,34,12,11,32,-11,-19,30,-32,24,-2,0,18,-30,-40,7,-48,12,-23,-1,-1
377,40,-70,43,-28,69,9,75,40,65,57,41,9,16,39,2,43,22,31,40,0,0,38,-15,34,13,13,32,-12,-19,27,-31,22,0,1,19,-31,-39,6,-47,10,-23,-2,-2
378,40,-68,44,-26,69,12,76,42,65,60,40,9,17,41,1,45,21,34,39,0,0,39,-16,34,13,12,33,-13,-18,27,-30,21,1,-1,22,-32,-38,5,-46,10,-21,-3,0
379,40,-72,46,-29,71,10,76,43,66,57,41,9,17,40,2,45,22,34,39,0,0,37,-15,33,13,13,33,-14,-18,25,-32,22,-1,2,20,-34,-38,2,-48,8,-24,-2,-2
380,40,-74,46,-30,70,9,77,42,67,60,41,10,17,40,5,44,24,33,40,0,0,35,-13,32,14,13,34,-15,-18,23,-31,21,-1,3,20,-35,-38,0,-46,6,-22,-5,-1
381,40,-68,41,-25,67,13,76,45,64,60,39,10,19,38,4,44,20,36,35,0,0,35,-17,33,8,15,29,-14,-19,22,-34,20,-6,3,16,-34,-39,0,-51,6,-28,-4,-5
382,40,-70,41,-26,66,14,75,46,64,59,38,11,19,38,6,44,22,37,36,0,0,34,-16,32,9,16,28,-14,-19,21,-35,21,-8,5,12,-34,-40,0,-51,6,-29,-5,-8
383,40,-72,37,-28,64,11,75,44,63,59,38,10,19,39,6,42,21,32,36,0,0,35,-16,33,7,14,27,-13,-20,23,-35,22,-9,4,11,-33,-41,0,-52,5,-30,-6,-10
384,40,-69,34,-27,62,12,73,45,63,60,38,10,19,38,8,42,22,33,34,0,0,37,-15,34,7,16,24,-13,-21,26,-36,24,-10,6,8,-31,-43,4,-51,8,-29,-4,-10
385,40,-68,37,-25,63,13,75,45,65,59,40,10,19,37,5,44,20,38,34,0,0,35,-15,33,8,15,27,-13,-20,24,-34,22,-8,4,12,-31,-41,3,-50,7,-28,-5,-9
386,40,-67,37,-25,64,11,75,43,66,60,41,9,18,40,5,41,21,27,34,0,0,35,-16,32,5,14,22,-14,-20,23,-36,22,-11,3,7,-32,-41,2,-53,7,-32,-5,-11
387,40,-68,38,-25,67,12,77,45,67,59,42,10,18,39,3,44,20,35,36,0,0,36,-17,34,7,15,26,-13,-20,25,-36,23,-9,3,11,-32,-41,3,-49,8,-26,-4,-5
388,40,-68,44,-23,69,14,77,46,65,63,40,10,18,40,2,44,21,32,39,0,0,37,-16,33,9,13,29,-13,-19,25,-35,21,-7,1,14,-32,-39,3,-49,8,-25,-2,-3
389,40,-74,41,-30,68,7,77,40,67,57,41,8,18,37,4,39,21,25,37,0,0,34,-15,30,9,10,28,-13,-19,22,-33,19,-6,-2,14,-33,-40,2,-46,5,-22,-9,0
390,40,-70,41,-28,68,7,76,38,65,54,40,9,18,38,6,38,23,24,39,0,0,34,-14,29,10,9,28,-14,-19,23,-32,18,-5,-2,13,-34,-40,-1,-48,3,-25,-10,-4
391,40,-63,38,-22,65,12,74,41,64,60,43,8,17,36,3,42,19,32,36,0,0,35,-12,34,12,15,31,-11,-20,26,-30,23,-1,3,18,-28,-41,4,-47,6,-24,-8,-5
392,40,-59,38,-29,66,1,72,27,62,44,43,6,19,32,12,31,28,19,42,0,0,27,-2,20,19,4,35,-11,-20,18,-20,10,4,-7,18,-27,-40,1,-41,-1,-21,-12,-6
393,40,-60,33,-24,62,7,70,31,57,45,37,6,20,30,11,29,24,16,37,0,0,29,-7,23,10,7,21,-10,-20,21,-25,14,-5,-3,6,-26,-41,4,-45,1,-27,-12,-14
394,40,-58,39,-20,64,10,68,32,55,45,36,4,16,29,4,35,19,26,35,0,0,31,-8,29,11,15,25,-8,-19,26,-23,21,-1,3,11,-22,-40,12,-43,12,-26,0,-13
395,40,-56,38,-20,61,9,63,32,52,43,33,6,17,27,5,31,16,21,30,0,0,27,-10,26,7,13,22,-10,-18,19,-27,19,-6,5,9,-25,-38,3,-45,9,-26,2,-8
396,40,-51,43,-17,65,13,64,35,51,47,34,7,17,27,3,37,16,31,33,0,0,27,-13,33,5,24,24,-10,-18,18,-29,25,-7,15,10,-26,-36,2,-47,12,-31,9,-12
397,40,-56,38,-19,63,9,63,31,49,43,29,3,17,28,8,31,22,19,36,0,0,30,-7,27,12,10,26,-7,-20,25,-24,20,-2,1,11,-21,-40,10,-44,12,-25,0,-10
398,40,-56,43,-22,66,9,62,30,47,37,28,6,17,27,8,27,24,16,40,0,0,25,-8,21,12,6,26,-11,-19,18,-25,14,-2,-3,12,-28,-38,3,-46,7,-26,-1,-9
399,40,-45,47,-13,67,18,65,39,51,46,29,6,17,27,5,36,21,31,41,0,0,29,-9,35,13,27,33,-10,-18,24,-24,31,1,22,20,-26,-35,5,-43,16,-24,15,-5
